RentalID,Date,Year,Month,IsSeason,IsWeekend,VehicleType,RentalDays,DailyPriceLKR,TotalPriceLKR,CustomerType,Notes
96,2023-01-16,2023,1,1,0,Car,3,6050.0,18150.0,,
97,2023-01-16,2023,1,1,0,Bike,3,1650.0,4950.0,,
98,2023-01-16,2023,1,1,0,Bike,3,1650.0,4950.0,,
99,2023-01-16,2023,1,1,0,Bike,1,1650.0,1650.0,,
100,2023-01-17,2023,1,1,0,Car,1,6050.0,6050.0,,
101,2023-01-17,2023,1,1,0,Car,3,6050.0,18150.0,,
102,2023-01-17,2023,1,1,0,Car,1,6050.0,6050.0,,
103,2023-01-17,2023,1,1,0,Bike,2,1650.0,3300.0,,
104,2023-01-17,2023,1,1,0,Tuk Tuk,1,3300.0,3300.0,,
105,2023-01-17,2023,1,1,0,Bike,1,1650.0,1650.0,,
106,2023-01-18,2023,1,1,0,Car,4,6050.0,24200.0,,
107,2023-01-18,2023,1,1,0,Bike,2,1650.0,3300.0,,
108,2023-01-18,2023,1,1,0,Bike,3,1650.0,4950.0,,
109,2023-01-18,2023,1,1,0,Bike,2,1650.0,3300.0,,
110,2023-01-18,2023,1,1,0,Tuk Tuk,1,3300.0,3300.0,,
111,2023-01-18,2023,1,1,0,Car,1,6050.0,6050.0,,
112,2023-01-18,2023,1,1,0,Tuk Tuk,3,3300.0,9900.0,,
113,2023-01-19,2023,1,1,0,Car,1,6050.0,6050.0,,
114,2023-01-19,2023,1,1,0,Bike,1,1650.0,1650.0,,
115,2023-01-19,2023,1,1,0,Tuk Tuk,4,3300.0,13200.0,,
116,2023-01-19,2023,1,1,0,Bike,1,1650.0,1650.0,,
117,2023-01-19,2023,1,1,0,Car,1,6050.0,6050.0,,
118,2023-01-19,2023,1,1,0,Bike,3,1650.0,4950.0,,
119,2023-01-19,2023,1,1,0,Bike,2,1650.0,3300.0,,
120,2023-01-19,2023,1,1,0,Tuk Tuk,4,3300.0,13200.0,,
121,2023-01-20,2023,1,1,0,Car,3,6050.0,18150.0,,
122,2023-01-20,2023,1,1,0,Bike,3,1650.0,4950.0,,
123,2023-01-20,2023,1,1,0,Bike,2,1650.0,3300.0,,
124,2023-01-21,2023,1,1,1,Tuk Tuk,4,3300.0,13200.0,,
125,2023-01-21,2023,1,1,1,Bike,3,1650.0,4950.0,,
126,2023-01-21,2023,1,1,1,Car,1,6050.0,6050.0,,
127,2023-01-21,2023,1,1,1,Car,4,6050.0,24200.0,,
128,2023-01-21,2023,1,1,1,Bike,4,1650.0,6600.0,,
129,2023-01-21,2023,1,1,1,Tuk Tuk,1,3300.0,3300.0,,
130,2023-01-21,2023,1,1,1,Car,1,6050.0,6050.0,,
131,2023-01-21,2023,1,1,1,Car,4,6050.0,24200.0,,
132,2023-01-21,2023,1,1,1,Bike,2,1650.0,3300.0,,
133,2023-01-22,2023,1,1,1,Car,3,6050.0,18150.0,,
134,2023-01-22,2023,1,1,1,Bike,3,1650.0,4950.0,,
135,2023-01-22,2023,1,1,1,Bike,1,1650.0,1650.0,,
136,2023-01-22,2023,1,1,1,Car,2,6050.0,12100.0,,
137,2023-01-23,2023,1,1,0,Tuk Tuk,4,3300.0,13200.0,,
138,2023-01-23,2023,1,1,0,Bike,2,1650.0,3300.0,,
139,2023-01-23,2023,1,1,0,Tuk Tuk,3,3300.0,9900.0,,
140,2023-01-23,2023,1,1,0,Car,4,6050.0,24200.0,,
141,2023-01-23,2023,1,1,0,Car,3,6050.0,18150.0,,
142,2023-01-23,2023,1,1,0,Car,4,6050.0,24200.0,,
143,2023-01-23,2023,1,1,0,Car,3,6050.0,18150.0,,
144,2023-01-24,2023,1,1,0,Car,3,6050.0,18150.0,,
145,2023-01-25,2023,1,1,0,Bike,4,1650.0,6600.0,,
146,2023-01-25,2023,1,1,0,Tuk Tuk,3,3300.0,9900.0,,
147,2023-01-25,2023,1,1,0,Tuk Tuk,4,3300.0,13200.0,,
148,2023-01-25,2023,1,1,0,Tuk Tuk,2,3300.0,6600.0,,
149,2023-01-25,2023,1,1,0,Bike,4,1650.0,6600.0,,
150,2023-01-25,2023,1,1,0,Bike,3,1650.0,4950.0,,
151,2023-01-26,2023,1,1,0,Car,2,6050.0,12100.0,,
152,2023-01-26,2023,1,1,0,Tuk Tuk,3,3300.0,9900.0,,
153,2023-01-26,2023,1,1,0,Car,4,6050.0,24200.0,,
154,2023-01-26,2023,1,1,0,Bike,2,1650.0,3300.0,,
155,2023-01-26,2023,1,1,0,Bike,3,1650.0,4950.0,,
156,2023-01-26,2023,1,1,0,Tuk Tuk,2,3300.0,6600.0,,
157,2023-01-26,2023,1,1,0,Tuk Tuk,3,3300.0,9900.0,,
158,2023-01-26,2023,1,1,0,Bike,3,1650.0,4950.0,,
159,2023-01-26,2023,1,1,0,Bike,4,1650.0,6600.0,,
160,2023-01-27,2023,1,1,0,Bike,4,1650.0,6600.0,,
161,2023-01-27,2023,1,1,0,Tuk Tuk,1,3300.0,3300.0,,
162,2023-01-27,2023,1,1,0,Tuk Tuk,3,3300.0,9900.0,,
163,2023-01-27,2023,1,1,0,Bike,2,1650.0,3300.0,,
164,2023-01-28,2023,1,1,1,Car,4,6050.0,24200.0,,
165,2023-01-28,2023,1,1,1,Bike,4,1650.0,6600.0,,
166,2023-01-28,2023,1,1,1,Bike,4,1650.0,6600.0,,
167,2023-01-28,2023,1,1,1,Car,3,6050.0,18150.0,,
168,2023-01-28,2023,1,1,1,Car,4,6050.0,24200.0,,
169,2023-01-28,2023,1,1,1,Bike,3,1650.0,4950.0,,
170,2023-01-28,2023,1,1,1,Bike,1,1650.0,1650.0,,
171,2023-01-29,2023,1,1,1,Bike,2,1650.0,3300.0,,
172,2023-01-29,2023,1,1,1,Bike,4,1650.0,6600.0,,
173,2023-01-30,2023,1,1,0,Car,2,6050.0,12100.0,,
174,2023-01-30,2023,1,1,0,Car,2,6050.0,12100.0,,
175,2023-01-30,2023,1,1,0,Tuk Tuk,4,3300.0,13200.0,,
176,2023-01-31,2023,1,1,0,Car,4,6050.0,24200.0,,
177,2023-01-31,2023,1,1,0,Bike,3,1650.0,4950.0,,
178,2023-01-31,2023,1,1,0,Tuk Tuk,3,3300.0,9900.0,,
179,2023-01-31,2023,1,1,0,Car,3,6050.0,18150.0,,
180,2023-01-31,2023,1,1,0,Car,1,6050.0,6050.0,,
181,2023-02-01,2023,2,1,0,Bike,1,1650.0,1650.0,,
182,2023-02-01,2023,2,1,0,Bike,2,1650.0,3300.0,,
183,2023-02-01,2023,2,1,0,Tuk Tuk,1,3300.0,3300.0,,
184,2023-02-01,2023,2,1,0,Tuk Tuk,2,3300.0,6600.0,,
185,2023-02-01,2023,2,1,0,Car,2,6050.0,12100.0,,
186,2023-02-01,2023,2,1,0,Car,1,6050.0,6050.0,,
187,2023-02-02,2023,2,1,0,Bike,4,1650.0,6600.0,,
188,2023-02-02,2023,2,1,0,Car,1,6050.0,6050.0,,
189,2023-02-02,2023,2,1,0,Bike,3,1650.0,4950.0,,
190,2023-02-02,2023,2,1,0,Tuk Tuk,2,3300.0,6600.0,,
191,2023-02-03,2023,2,1,0,Tuk Tuk,1,3300.0,3300.0,,
192,2023-02-03,2023,2,1,0,Bike,1,1650.0,1650.0,,
193,2023-02-03,2023,2,1,0,Bike,3,1650.0,4950.0,,
194,2023-02-03,2023,2,1,0,Bike,1,1650.0,1650.0,,
195,2023-02-04,2023,2,1,1,Bike,2,1650.0,3300.0,,
196,2023-02-04,2023,2,1,1,Car,2,6050.0,12100.0,,
197,2023-02-05,2023,2,1,1,Bike,2,1650.0,3300.0,,
198,2023-02-05,2023,2,1,1,Bike,4,1650.0,6600.0,,
199,2023-02-05,2023,2,1,1,Bike,2,1650.0,3300.0,,
200,2023-02-05,2023,2,1,1,Bike,2,1650.0,3300.0,,
201,2023-02-06,2023,2,1,0,Car,1,6050.0,6050.0,,
202,2023-02-06,2023,2,1,0,Car,1,6050.0,6050.0,,
203,2023-02-06,2023,2,1,0,Tuk Tuk,1,3300.0,3300.0,,
204,2023-02-06,2023,2,1,0,Car,4,6050.0,24200.0,,
205,2023-02-06,2023,2,1,0,Tuk Tuk,1,3300.0,3300.0,,
206,2023-02-06,2023,2,1,0,Car,3,6050.0,18150.0,,
207,2023-02-07,2023,2,1,0,Car,4,6050.0,24200.0,,
208,2023-02-07,2023,2,1,0,Bike,4,1650.0,6600.0,,
209,2023-02-07,2023,2,1,0,Car,3,6050.0,18150.0,,
210,2023-02-08,2023,2,1,0,Tuk Tuk,4,3300.0,13200.0,,
211,2023-02-08,2023,2,1,0,Car,1,6050.0,6050.0,,
212,2023-02-08,2023,2,1,0,Car,2,6050.0,12100.0,,
213,2023-02-08,2023,2,1,0,Car,4,6050.0,24200.0,,
214,2023-02-08,2023,2,1,0,Car,4,6050.0,24200.0,,
215,2023-02-08,2023,2,1,0,Tuk Tuk,2,3300.0,6600.0,,
216,2023-02-08,2023,2,1,0,Tuk Tuk,3,3300.0,9900.0,,
217,2023-02-08,2023,2,1,0,Bike,3,1650.0,4950.0,,
218,2023-02-09,2023,2,1,0,Car,4,6050.0,24200.0,,
219,2023-02-09,2023,2,1,0,Bike,2,1650.0,3300.0,,
220,2023-02-09,2023,2,1,0,Tuk Tuk,3,3300.0,9900.0,,
221,2023-02-09,2023,2,1,0,Bike,1,1650.0,1650.0,,
222,2023-02-09,2023,2,1,0,Car,3,6050.0,18150.0,,
223,2023-02-10,2023,2,1,0,Tuk Tuk,1,3300.0,3300.0,,
224,2023-02-10,2023,2,1,0,Bike,2,1650.0,3300.0,,
225,2023-02-10,2023,2,1,0,Bike,3,1650.0,4950.0,,
226,2023-02-10,2023,2,1,0,Car,1,6050.0,6050.0,,
227,2023-02-10,2023,2,1,0,Car,2,6050.0,12100.0,,
228,2023-02-10,2023,2,1,0,Bike,1,1650.0,1650.0,,
229,2023-02-10,2023,2,1,0,Tuk Tuk,4,3300.0,13200.0,,
230,2023-02-11,2023,2,1,1,Bike,2,1650.0,3300.0,,
231,2023-02-11,2023,2,1,1,Tuk Tuk,3,3300.0,9900.0,,
232,2023-02-11,2023,2,1,1,Tuk Tuk,3,3300.0,9900.0,,
233,2023-02-12,2023,2,1,1,Car,4,6050.0,24200.0,,
234,2023-02-12,2023,2,1,1,Car,3,6050.0,18150.0,,
235,2023-02-12,2023,2,1,1,Tuk Tuk,4,3300.0,13200.0,,
236,2023-02-12,2023,2,1,1,Tuk Tuk,3,3300.0,9900.0,,
237,2023-02-12,2023,2,1,1,Bike,2,1650.0,3300.0,,
238,2023-02-12,2023,2,1,1,Bike,1,1650.0,1650.0,,
239,2023-02-12,2023,2,1,1,Tuk Tuk,2,3300.0,6600.0,,
240,2023-02-13,2023,2,1,0,Bike,2,1650.0,3300.0,,
241,2023-02-13,2023,2,1,0,Tuk Tuk,3,3300.0,9900.0,,
242,2023-02-13,2023,2,1,0,Tuk Tuk,2,3300.0,6600.0,,
243,2023-02-13,2023,2,1,0,Bike,2,1650.0,3300.0,,
244,2023-02-13,2023,2,1,0,Bike,1,1650.0,1650.0,,
245,2023-02-13,2023,2,1,0,Bike,3,1650.0,4950.0,,
246,2023-02-14,2023,2,1,0,Car,4,6050.0,24200.0,,
247,2023-02-14,2023,2,1,0,Bike,1,1650.0,1650.0,,
248,2023-02-14,2023,2,1,0,Tuk Tuk,3,3300.0,9900.0,,
249,2023-02-14,2023,2,1,0,Bike,4,1650.0,6600.0,,
250,2023-02-14,2023,2,1,0,Bike,4,1650.0,6600.0,,
251,2023-02-14,2023,2,1,0,Bike,4,1650.0,6600.0,,
252,2023-02-15,2023,2,1,0,Car,3,6050.0,18150.0,,
253,2023-02-15,2023,2,1,0,Tuk Tuk,1,3300.0,3300.0,,
254,2023-02-15,2023,2,1,0,Car,1,6050.0,6050.0,,
255,2023-02-16,2023,2,1,0,Bike,4,1650.0,6600.0,,
256,2023-02-16,2023,2,1,0,Tuk Tuk,1,3300.0,3300.0,,
257,2023-02-16,2023,2,1,0,Bike,4,1650.0,6600.0,,
258,2023-02-16,2023,2,1,0,Car,1,6050.0,6050.0,,
259,2023-02-16,2023,2,1,0,Bike,1,1650.0,1650.0,,
260,2023-02-16,2023,2,1,0,Car,3,6050.0,18150.0,,
261,2023-02-16,2023,2,1,0,Bike,1,1650.0,1650.0,,
262,2023-02-16,2023,2,1,0,Bike,3,1650.0,4950.0,,
263,2023-02-17,2023,2,1,0,Tuk Tuk,4,3300.0,13200.0,,
264,2023-02-17,2023,2,1,0,Car,2,6050.0,12100.0,,
265,2023-02-17,2023,2,1,0,Car,2,6050.0,12100.0,,
266,2023-02-17,2023,2,1,0,Bike,2,1650.0,3300.0,,
267,2023-02-17,2023,2,1,0,Car,3,6050.0,18150.0,,
268,2023-02-17,2023,2,1,0,Car,2,6050.0,12100.0,,
269,2023-02-17,2023,2,1,0,Car,2,6050.0,12100.0,,
270,2023-02-17,2023,2,1,0,Bike,1,1650.0,1650.0,,
271,2023-02-18,2023,2,1,1,Bike,2,1650.0,3300.0,,
272,2023-02-18,2023,2,1,1,Bike,4,1650.0,6600.0,,
273,2023-02-18,2023,2,1,1,Car,2,6050.0,12100.0,,
274,2023-02-18,2023,2,1,1,Tuk Tuk,1,3300.0,3300.0,,
275,2023-02-18,2023,2,1,1,Tuk Tuk,2,3300.0,6600.0,,
276,2023-02-18,2023,2,1,1,Tuk Tuk,2,3300.0,6600.0,,
277,2023-02-19,2023,2,1,1,Tuk Tuk,1,3300.0,3300.0,,
278,2023-02-19,2023,2,1,1,Car,3,6050.0,18150.0,,
279,2023-02-20,2023,2,1,0,Tuk Tuk,4,3300.0,13200.0,,
280,2023-02-20,2023,2,1,0,Tuk Tuk,1,3300.0,3300.0,,
281,2023-02-20,2023,2,1,0,Tuk Tuk,4,3300.0,13200.0,,
282,2023-02-20,2023,2,1,0,Tuk Tuk,3,3300.0,9900.0,,
283,2023-02-21,2023,2,1,0,Bike,2,1650.0,3300.0,,
284,2023-02-21,2023,2,1,0,Bike,4,1650.0,6600.0,,
285,2023-02-21,2023,2,1,0,Bike,1,1650.0,1650.0,,
286,2023-02-21,2023,2,1,0,Car,2,6050.0,12100.0,,
287,2023-02-21,2023,2,1,0,Tuk Tuk,1,3300.0,3300.0,,
288,2023-02-21,2023,2,1,0,Bike,4,1650.0,6600.0,,
289,2023-02-21,2023,2,1,0,Car,2,6050.0,12100.0,,
290,2023-02-22,2023,2,1,0,Bike,4,1650.0,6600.0,,
291,2023-02-22,2023,2,1,0,Bike,3,1650.0,4950.0,,
292,2023-02-22,2023,2,1,0,Car,4,6050.0,24200.0,,
293,2023-02-22,2023,2,1,0,Bike,2,1650.0,3300.0,,
294,2023-02-22,2023,2,1,0,Car,1,6050.0,6050.0,,
295,2023-02-23,2023,2,1,0,Car,4,6050.0,24200.0,,
296,2023-02-23,2023,2,1,0,Car,1,6050.0,6050.0,,
297,2023-02-23,2023,2,1,0,Tuk Tuk,1,3300.0,3300.0,,
298,2023-02-23,2023,2,1,0,Bike,1,1650.0,1650.0,,
299,2023-02-23,2023,2,1,0,Car,2,6050.0,12100.0,,
300,2023-02-23,2023,2,1,0,Bike,4,1650.0,6600.0,,
301,2023-02-24,2023,2,1,0,Tuk Tuk,3,3300.0,9900.0,,
302,2023-02-24,2023,2,1,0,Car,1,6050.0,6050.0,,
303,2023-02-24,2023,2,1,0,Tuk Tuk,3,3300.0,9900.0,,
304,2023-02-24,2023,2,1,0,Bike,3,1650.0,4950.0,,
305,2023-02-24,2023,2,1,0,Bike,2,1650.0,3300.0,,
306,2023-02-25,2023,2,1,1,Bike,3,1650.0,4950.0,,
307,2023-02-25,2023,2,1,1,Car,2,6050.0,12100.0,,
308,2023-02-25,2023,2,1,1,Bike,4,1650.0,6600.0,,
309,2023-02-25,2023,2,1,1,Tuk Tuk,4,3300.0,13200.0,,
310,2023-02-25,2023,2,1,1,Car,3,6050.0,18150.0,,
311,2023-02-25,2023,2,1,1,Car,2,6050.0,12100.0,,
312,2023-02-25,2023,2,1,1,Bike,4,1650.0,6600.0,,
313,2023-02-25,2023,2,1,1,Car,1,6050.0,6050.0,,
314,2023-02-25,2023,2,1,1,Tuk Tuk,1,3300.0,3300.0,,
315,2023-02-26,2023,2,1,1,Car,1,6050.0,6050.0,,
316,2023-02-26,2023,2,1,1,Tuk Tuk,4,3300.0,13200.0,,
317,2023-02-26,2023,2,1,1,Car,2,6050.0,12100.0,,
318,2023-02-26,2023,2,1,1,Bike,1,1650.0,1650.0,,
319,2023-02-26,2023,2,1,1,Car,2,6050.0,12100.0,,
320,2023-02-26,2023,2,1,1,Car,3,6050.0,18150.0,,
321,2023-02-26,2023,2,1,1,Car,1,6050.0,6050.0,,
322,2023-02-27,2023,2,1,0,Car,3,6050.0,18150.0,,
323,2023-02-27,2023,2,1,0,Bike,3,1650.0,4950.0,,
324,2023-02-27,2023,2,1,0,Bike,2,1650.0,3300.0,,
325,2023-02-28,2023,2,1,0,Car,2,6050.0,12100.0,,
326,2023-02-28,2023,2,1,0,Bike,4,1650.0,6600.0,,
327,2023-02-28,2023,2,1,0,Car,3,6050.0,18150.0,,
328,2023-02-28,2023,2,1,0,Tuk Tuk,3,3300.0,9900.0,,
329,2023-02-28,2023,2,1,0,Bike,1,1650.0,1650.0,,
330,2023-02-28,2023,2,1,0,Tuk Tuk,2,3300.0,6600.0,,
331,2023-02-28,2023,2,1,0,Tuk Tuk,3,3300.0,9900.0,,
332,2023-02-28,2023,2,1,0,Car,1,6050.0,6050.0,,
333,2023-03-01,2023,3,1,0,Bike,4,1650.0,6600.0,,
334,2023-03-01,2023,3,1,0,Bike,1,1650.0,1650.0,,
335,2023-03-01,2023,3,1,0,Car,1,6050.0,6050.0,,
336,2023-03-01,2023,3,1,0,Car,4,6050.0,24200.0,,
337,2023-03-01,2023,3,1,0,Tuk Tuk,1,3300.0,3300.0,,
338,2023-03-01,2023,3,1,0,Bike,2,1650.0,3300.0,,
339,2023-03-01,2023,3,1,0,Bike,2,1650.0,3300.0,,
340,2023-03-02,2023,3,1,0,Bike,4,1650.0,6600.0,,
341,2023-03-02,2023,3,1,0,Bike,2,1650.0,3300.0,,
342,2023-03-02,2023,3,1,0,Bike,3,1650.0,4950.0,,
343,2023-03-02,2023,3,1,0,Bike,1,1650.0,1650.0,,
344,2023-03-03,2023,3,1,0,Tuk Tuk,1,3300.0,3300.0,,
345,2023-03-03,2023,3,1,0,Tuk Tuk,4,3300.0,13200.0,,
346,2023-03-04,2023,3,1,1,Tuk Tuk,2,3300.0,6600.0,,
347,2023-03-04,2023,3,1,1,Car,3,6050.0,18150.0,,
348,2023-03-04,2023,3,1,1,Bike,4,1650.0,6600.0,,
349,2023-03-04,2023,3,1,1,Bike,4,1650.0,6600.0,,
350,2023-03-04,2023,3,1,1,Tuk Tuk,4,3300.0,13200.0,,
351,2023-03-04,2023,3,1,1,Car,2,6050.0,12100.0,,
352,2023-03-05,2023,3,1,1,Tuk Tuk,3,3300.0,9900.0,,
353,2023-03-05,2023,3,1,1,Bike,2,1650.0,3300.0,,
354,2023-03-05,2023,3,1,1,Tuk Tuk,2,3300.0,6600.0,,
355,2023-03-05,2023,3,1,1,Car,1,6050.0,6050.0,,
356,2023-03-05,2023,3,1,1,Bike,3,1650.0,4950.0,,
357,2023-03-05,2023,3,1,1,Car,2,6050.0,12100.0,,
358,2023-03-05,2023,3,1,1,Bike,3,1650.0,4950.0,,
359,2023-03-05,2023,3,1,1,Bike,3,1650.0,4950.0,,
360,2023-03-05,2023,3,1,1,Bike,2,1650.0,3300.0,,
361,2023-03-05,2023,3,1,1,Bike,4,1650.0,6600.0,,
362,2023-03-06,2023,3,1,0,Car,3,6050.0,18150.0,,
363,2023-03-06,2023,3,1,0,Tuk Tuk,2,3300.0,6600.0,,
364,2023-03-06,2023,3,1,0,Car,3,6050.0,18150.0,,
365,2023-03-06,2023,3,1,0,Bike,3,1650.0,4950.0,,
366,2023-03-06,2023,3,1,0,Car,3,6050.0,18150.0,,
367,2023-03-07,2023,3,1,0,Bike,2,1650.0,3300.0,,
368,2023-03-07,2023,3,1,0,Tuk Tuk,3,3300.0,9900.0,,
369,2023-03-07,2023,3,1,0,Tuk Tuk,3,3300.0,9900.0,,
370,2023-03-07,2023,3,1,0,Car,3,6050.0,18150.0,,
371,2023-03-07,2023,3,1,0,Car,2,6050.0,12100.0,,
372,2023-03-07,2023,3,1,0,Car,2,6050.0,12100.0,,
373,2023-03-07,2023,3,1,0,Car,1,6050.0,6050.0,,
374,2023-03-08,2023,3,1,0,Bike,1,1650.0,1650.0,,
